State,Species,Band,Pair,Comp,Tag,Lat,Long,Elev,Aspect,Slope,DBH,Bark,BAF,PIPO_L,PIPO_R,PIPO_G,POTR_L,POTR_R,POTR_G,PIEN_L,PIEN_R,PIEN_G,PSME_L,PSME_R,PSME_G,ABLA_L,ABLA_R,ABLA_G,PIED_L,PIED_R,PIED_G,QUGA_L,QUGA_R,QUGA_G,Jun_sp_L,Jun_sp_R,Jun_sp_G,BA_tot,BA_sameL,BA_sameLR,BA_sameRG,BA_same_all,BA_otherL,BA_otherLR,BA_otherRG,BA_other_all,BA_totL,BA_totR,BA_totG,PIPO_5,PIPO_5d,POTR_5,POTR_5d,PIEN_5,PIEN_5d,ABLA_5,ABLA_5d,PSME_5,PSME_5d,PIED_5,PIED_5d,QUGA_5,PIPU_5,PIPU_5d,Jun_sp_5,Jun_sp_5d,N_Cr,p_bot(of canopy),p_top(of canopy),p_base(ref),dist,three_cams,Notes,pic_N,pic_S,PIPO_r1,PIPO_r2,PIPO_r3,PIPO_r4,PIPO_reg_dead,POTR_r1,POTR_r2,POTR_r3,POTR_r4,POTR_reg_dead,PSME_r1,PSME_r2,PSME_r3,PSME_r4,PSME_rdead,ABLA_r1,ABLA_r2,ABLA_r3,ABLA_r4,ABLA_rt,ABLA_rdead,PIEN_r1,PIEN_r2,PIEN_r3,PIEN_r4,PIEN_rt,PIEN_rdead,PIED_R1,PIED_r2,PIED_r3,PIED_r4,PIED_rdead,Jun_spR1,Jun_spr2,Jun_spr3,Jun_spr4,Jun_sprdead,other
CO,PIPO,H,4,H,PIPO-H-4H,37.48365,108.2522,2668,S,2,60.3,5.9,10,9,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,90,90,0,90,60,60,20,80,150,0,20,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,4,50.5,128,-12.2,17,,originally entered into wrong spreadsheet and shifted,264,265,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,4,L,PIPO-H-4L,37.48371,108.25212,2666,SSE,5,59.2,3.8,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,50,0,50,10,10,0,10,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,150,-15,13,,originally entered into wrong spreadsheet and shifted,266,267,0,0,0,0,NA,0,12,14,0,"2,2,2",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,5,H,PIPO-H-5H,37.46877,108.22702,2699,WSW,4,51.3,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,0,50,0,0,0,0,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,31,123,-8,17,,,288,289,0,0,0,0,NA,0,0,0,,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,5,L,PIPO-H-5L,37.46886,108.22683,2692,WSW,4,56.9,4.2,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,35,0,35,5,5,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,105,-9.3,17,,,290,291,0,0,0,0,"2,",1,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,6,H,PIPO-H-6H,37.46813,108.22678,2689,SW,4,60.4,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,0,65,0,0,0,0,65,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,9,107,-13.4,15,,,292,293,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,6,L,PIPO-H-6L,37.4683,108.22658,2699,SW,5,53.8,4.3,5,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,65,20,20,0,20,25,15,20,45,45,0,20,0,0,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,38,106,-15.1,12,,2 dead aspen crowns touching,294,295,0,0,0,0,NA,0,2,0,0,"2,",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,7,H,PIPO-H-7H,37.46772,108.22676,2681,SW,2,53.2,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,0,80,0,0,0,0,80,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50.7,138,-9.1,16,,,296,297,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,7,L,PIPO-H-7L,37.46781,108.22659,2688,SW,2,49.1,4,5,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,35,35,0,35,5,15,10,15,40,10,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,101,-14.3,16,,,298,299,0,0,0,1,NA,0,0,0,1,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,8,H,PIPO-H-8H,37.46493,108.22893,2688,WSW,3,44.4,3.2,5,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,50,0,50,0,0,10,10,50,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21.6,108,-8.6,17,,,300,301,0,0,0,0,NA,1,3,0,4,"1,2",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,8,L,PIPO-H-8L,37.465,108.22871,2684,WSW,3,48.2,2.8,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,50,20,20,0,20,20,0,10,30,40,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.3,119,-5.5,17,,,302,303,0,0,0,0,NA,0,0,0,0,"4,",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,9,H,PIPO-H-9H,37.46433,108.22867,2678,SW,2,48.8,3.6,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,100,100,0,100,0,0,5,5,100,0,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36.4,140,-10.2,17,,,304,305,0,0,0,0,NA,1,9,0,0,"2,2,2,2,3,3,3,3",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,9,L,PIPO-H-9L,37.46042,108.22877,2679,SW,2,57.3,3.3,5,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,55,55,0,55,0,0,25,25,55,0,25,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.7,105,-6.5,17,,1 dead aspen crown touching,306,307,0,0,0,0,NA,7,12,0,0,"1,3,2,2,2",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,10,H,PIPO-H-10H,37.46262,108.23158,2669,SSW,1,57.6,3.4,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,120,125,5,125,0,0,0,0,120,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,72,139,-12.3,16,,,308,309,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,10,L,PIPO-H-10L,37.46243,108.23191,2661,S,2,54.2,4.1,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,25,25,0,25,15,10,0,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,23.8,112,-8.2,16,,,310,311,0,0,1,0,NA,7,2,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,11,H,PIPO-H-11H,37.45879,108.23503,2646,S,2,57,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,0,65,0,0,0,0,65,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34.1,159,-12.1,15,,,316,317,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,11,L,PIPO-H-11L,37.45859,108.23398,2652,S,2,53.3,2.5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,20,0,20,5,5,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,-11.4,16,,,318,319,0,0,0,0,NA,2,3,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,12,H,PIPO-H-12H,37.47892,108.23125,2711,SW,5,56.2,5.2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,55,0,55,0,0,0,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24.9,68,-5.8,32,,,320,321,0,0,0,0,NA,1,0,0,0,"1,",2,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,H,12,L,PIPO-H-12L,37.47898,108.23145,2709,SW,5,63.7,4.7,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,25,0,25,5,5,0,5,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.9,66.5,-9.2,31,,,322,323,0,0,0,0,NA,1,3,3,3,"2,",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,L,1,H,PIPO-L-1H,37.41583,108.33578,2292,SE,56,39,3,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,115,105,105,0,105,10,10,0,10,115,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22.4,88.8,-4.7,22,,,400,401,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,L,1,L,PIPO-L-1L,37.41592,108.33591,2294,SSE,3,38,3.7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,68.8,-4.3,26,,,402,403,0,0,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,0,0,NA,0,0,0,0,NA,
CO,PIPO,L,2,H,PIPO-L-2H,37.41694,108.33577,2308,S,5,37.8,3.9,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145,145,0,145,0,0,0,0,145,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,34.2,70.3,-0.5,32,,,404,405,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,L,2,L,PIPO-L-2L,37.41686,108.3058,2302,S,5,39.8,3.5,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,125,0,125,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,77.9,-1.5,23,,,406,407,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,L,3,H,PIPO-L-3H,37.41505,108.33302,2298,SSW,6,46.8,3.8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,0,130,0,0,0,0,130,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,24.2,92.2,-16.8,22,,,408,409,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,4,
CO,PIPO,L,3,L,PIPO-L-3L,37.41505,108.33302,2304,SSW,10,53.5,3.3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,0,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,104,-13.7,23,,,410,411,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,L,4,H,PIPO-L-4H,37.41517,108.33176,2298,SSW,15,35.5,2.7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,160,160,0,160,10,10,0,10,170,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,42.4,85.5,-4.4,21,,,412,413,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,1,1,NA,0,0,0,0,NA,
CO,PIPO,L,4,L,PIPO-L-4L,37.41553,108.33155,2307,SSW,5,37.3,4.2,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,60,60,10,70,10,10,0,10,70,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,53.5,1.8,26,,,414,415,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,L,5,H,PIPO-L-5H,37.41538,108.31711,2336,W,2,46.9,3.7,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,0,120,0,0,0,0,120,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51.1,72.9,-1,34,,,416,417,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,L,5,L,PIPO-L-5L,37.41556,108.31698,2336,SW,2,52.1,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,20,20,0,20,5,5,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,11.3,75.4,-5,23,,6 SCRUB OAK,418,419,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,L,6,H,PIPO-L-6H,37.39441,108.30241,2264,SSE,3,44.2,3.8,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,70,50,50,0,50,20,20,0,20,70,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,7.3,37.8,-6.9,36,,pirvate in subdivision,420,421,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,L,6,L,PIPO-L-6L,37.39445,108.30246,2256,SSE,2,43.4,2.4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,45,45,0,45,10,10,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.1,57,-5,30,,pirvate in subdivision,422,423,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,1,0,0,NA,
CO,PIPO,L,7,H,PIPO-L-7H,37.39498,108.3022,2266,SSE,3,43.8,3.5,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,130,120,120,0,120,10,10,0,10,130,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,61.6,92.3,-6.6,20,,pirvate in subdivision,424,425,0,0,0,0,4,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,0,0,NA,0,0,1,0,NA,
CO,PIPO,L,7,L,PIPO-L-7L,37.39492,108.30246,2259,S,2,47.9,4.7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40,20,20,0,20,20,20,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10.4,91.3,-1.6,18,,pirvate in subdivision,426,427,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,4,NA,0,0,0,0,NA,
CO,PIPO,L,8,H,PIPO-L-8H,37.39215,108.30974,2246,SW,15,40.8,3.5,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,80,45,45,5,50,25,25,5,30,70,0,10,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,12.3,86,-16.7,15,,private on burl guy's land,428,429,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,3,3,3,0,0,0,0,NA,
CO,PIPO,L,8,L,PIPO-L-8L,37.3924,108.30983,2240,SW,10,46.5,3.5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,30,10,10,0,10,20,20,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-3.4,40,-14,30,,private on burl guy's land,430,431,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,2,1,0,1,NA,1,1,0,0,NA,
CO,PIPO,L,9,H,PIPO-L-9H,37.39235,108.30912,2250,SSE,3,33.8,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80,70,70,0,70,10,10,0,10,80,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,25.2,69.7,-5.7,20,,private on burl guy's land,432,433,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,3,0,NA,0,1,1,0,NA,
CO,PIPO,L,9,L,PIPO-L-9L,37.39223,108.30914,2249,S,2,37.5,2.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,55,30,30,0,30,25,25,0,25,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,13.7,71,-2.1,18,,private on burl guy's land,434,435,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,1,0,NA,0,1,0,1,NA,
CO,PIPO,L,10,H,PIPO-L-10H,37.39123,108.30937,2241,SW,5,38.3,3.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,60,30,30,0,30,25,25,5,30,55,0,5,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,3,15.5,65.9,-11,19,,private on burl guy's land,436,437,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,1,1,0,0,NA,
CO,PIPO,L,10,L,PIPO-L-10L,37.39138,108.30949,2245,SW,10,43.3,3.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35,25,25,0,25,10,10,0,10,35,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,56,-17.1,20,,private on burl guy's land,438,439,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,3,0,1,3,NA,1,1,2,0,NA,
CO,PIPO,M,1,L,PIPO-M-1L,37.44002,108.27715,2484,WSW,10,53.8,5,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,0,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31.1,71.9,1.1,42,y,,,,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,M,1,H,PIPO-M-1H,37.44,108.27736,2483,WSW,7,57.3,3.5,5,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,135,135,0,135,0,0,5,5,135,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47.6,109,-0.8,26,y,,,,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,M,2,L,PIPO-M-2L,37.43943,108.27662,2485,S,5,51,4.5,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,105,0,105,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.5,85,2.5,27,y,,,,0,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,M,2,H,PIPO-M-2H,37.439067,108.27669,2495,S,7,47,4.6,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,0,130,0,0,0,0,130,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63.4,107,2.9,26,y,,,,0,0,4,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,M,3,H,PIPO-M-3H,37.44008,108.27596,2497,S,10,41.2,3.8,5,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,135,145,10,145,0,0,0,0,135,10,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45.5,80.7,5.2,31,y,,,,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,M,3,L,PIPO-M-3L,37.44014,108.27583,2498,S,7,43.5,3.3,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,115,0,115,0,0,0,0,115,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.2,78.5,8.3,31,y,,,,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,M,4,L,PIPO-M-4L,37.43881,108.27474,2489,SW,11,43.5,4.3,5,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,65,65,0,65,5,5,0,5,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.7,65.7,-15.3,27,y,,,,0,3,3,0,NA,4,2,3,0,"3,",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,1,0,NA,
CO,PIPO,M,4,H,PIPO-M-4H,37.43925,108.27466,2496,SSW,5,43.9,3.3,5,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,105,105,10,115,0,0,0,0,105,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39.9,67.8,-16.6,29,y,,,,0,0,0,0,"4,",0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,M,5,H,PIPO-M-5H,37.4394,108.2761,2490,S,7,52.8,3.2,5,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,140,145,10,150,0,0,0,0,140,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31.5,88,-7.5,30,y,in logging unit but saved,,,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,M,5,L,PIPO-M-5L,37.43927,108.27594,2489,S,10,59,5.3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,0,80,0,0,0,0,80,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1,103,8.6,30,y,in logging unit but saved,,,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,M,6,H,PIPO-M-6H,37.43092,108.28442,2457,SW,5,42.5,3.5,5,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,140,140,10,150,0,0,0,0,140,0,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,66.7,-11.1,26,n,in logging unit but saved,,,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,
CO,PIPO,M,6,L,PIPO-M-6L,37.43105,108.28455,2458,SW,5,49.2,4.1,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,125,125,5,130,0,0,0,0,125,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,78.3,-2.1,23,n,in logging unit but saved,,,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,1,0,NA,0,0,0,0,NA,
