Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,9L,A,9L-A,CO-PIPO-L-9L-A,,,2013,0,0,0,0,0,82,RINGWIDTH,1,CO-PIPO-L-9L_both.tif,11/7/2013 18:24,                   ,,2185 10594 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],234.0000 6933.0000 390.0000 222.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,142.0524,,0.396,0.482,0.805,0.882,0.993,0.909,0.93,0.613,0.882,0.544,0.583,0.13,0.783,0.764,1.923,1.542,1.488,0.69,1.578,1.267,1.221,1.785,1.516,1.632,1.402,2.28,2.105,2.181,1.45,1.468,2.067,1.654,1.425,1.115,1.532,1.018,0.649,1.516,1.935,1.449,1.888,2.236,2.586,1.863,2.221,2.114,2.023,2.132,2.072,1.492,1.344,1.197,1.344,1.596,1.319,1.791,2.649,1.806,1.686,2.073,1.89,2.353,1.632,2.088,2.897,1.823,2.111,1.552,1.914,2.082,2.399,2.014,2.518,1.889,1.713,1.738,1.725,1.268,1.637,1.414,1.928,2.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,9L,B,9L-B,CO-PIPO-L-9L-B,,,2013,0,0,0,0,0,80,RINGWIDTH,1,CO-PIPO-L-9L_both.tif,11/7/2013 18:24,                   ,,2185 10594 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1728.0000 10353.0000 1719.0000 2550.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,165.1226,,0.444,0.592,0.889,0.571,0.677,0.57,0.506,0.316,0.57,0.327,0.471,0.056,0.534,0.653,1.349,1.182,1.481,0.741,1.735,1.079,1.058,1.46,1.185,1.667,1.429,1.975,2.185,2.177,1.352,1.375,2.687,1.836,1.414,1.561,1.545,1.227,0.719,1.968,2.01,1.671,2.401,2.264,2.89,2.095,2.983,2.963,2.717,2.723,2.601,1.878,1.458,1.247,1.29,2.137,1.566,1.974,2.607,1.627,1.727,2.264,2.814,3.33,2.368,2.75,4.42,2.6,3.432,2.721,3.863,4.168,6.071,4.76,3.926,2.854,2.539,3.068,2.666,1.878,2.026,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,10H,A,10H-A,CO-PIPO-L-10H-A,,,2013,0,0,0,0,0,87,RINGWIDTH,1,CO-PIPO-L-10H_both.tif,11/7/2013 18:25,                   ,,2185 9727 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],294.0000 8379.0000 246.0000 1530.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,144.938,,0.226,0.274,0.909,0.717,0.802,0.759,0.78,0.759,1.057,0.783,0.702,0.098,0.701,0.782,1.288,1.204,1.309,0.888,2.179,1.542,1.331,1.458,1.373,2.197,1.458,1.806,2.168,1.603,1.352,1.015,1.692,1.248,1.016,0.995,1.206,1.016,0.317,1.333,1.333,1.079,1.605,1.166,1.479,1.221,1.305,1.557,1.158,1.014,1.436,0.863,0.881,0.968,0.991,1.396,0.55,1.079,2.074,1.037,0.825,1.1,1.459,1.163,0.761,1.29,1.84,1.587,1.926,1.438,2.223,2.116,2.639,2.523,2.425,2.366,2.267,2.549,2.333,2.142,2.321,1.97,2.837,3.773,3.384,3.694,4.323,3.796,5.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,10H,B,10H-B,CO-PIPO-L-10H-B,,,2013,0,0,0,0,0,87,RINGWIDTH,1,CO-PIPO-L-10H_both.tif,11/7/2013 18:25,                   ,,2185 9727 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1686.0000 8454.0000 1755.0000 411.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,170.2074,,0.291,0.359,0.674,0.797,0.927,0.647,0.715,0.399,0.901,0.562,0.622,0.049,0.637,0.624,1.479,1.615,1.477,1.022,2.131,1.743,1.686,1.835,1.921,2.529,1.803,1.748,1.829,1.977,1.467,1.232,2.59,1.848,1.518,1.244,1.54,1.222,0.505,1.577,1.512,1.467,1.883,1.16,1.971,1.426,1.803,1.755,1.671,1.734,1.65,1.187,1.069,1.402,1.393,1.813,1.054,1.721,3.121,1.498,1.462,1.188,1.456,1.82,1.085,1.531,2.606,1.968,2.963,2.28,2.635,2.622,3.603,2.267,3.584,2.581,2.716,3.384,3.207,2.496,2.717,1.595,2.553,3.911,2.785,3.805,4.72,3.77,3.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,10L,A,10L-A,CO-PIPO-L-10L-A,,,2013,0,0,0,0,0,97,RINGWIDTH,1,CO-PIPO-L-10L-both.tif,11/7/2013 18:26,                   ,,2185 11204 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],288.0000 7917.0000 360.0000 294.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,161.3206,,0.147,0.237,0.776,0.778,0.783,0.635,0.698,0.464,0.55,0.487,0.38,0.085,0.442,0.402,0.994,0.952,0.755,0.594,1.563,0.824,0.825,0.994,0.741,1.248,0.741,1.058,1.396,1.143,0.677,0.973,2.307,1.651,1.185,1.333,1.312,0.89,0.099,1.294,1.542,1.565,1.88,1.5,1.988,1.858,2.263,2.013,2.16,1.929,1.489,0.862,0.928,0.969,1.262,1.428,0.566,1.476,2.532,1.14,1.227,1.138,1.813,2.175,0.888,1.248,2.241,2.049,2.474,1.817,2.14,1.835,2.319,1.833,3.058,2.049,2.141,3.182,2.257,2.157,2.791,1.501,2.862,3.597,2.58,4.663,4.399,2.978,3.151,3.399,2.751,2.348,3.343,2.007,2.941,2.433,2.305,1.721,2.083,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,10L,B,10L-B,CO-PIPO-L-10L-B,,,2013,0,0,0,0,0,94,RINGWIDTH,1,CO-PIPO-L-10L-both.tif,11/7/2013 18:26,                   ,,2185 11204 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1719.0000 10095.0000 1716.0000 123.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,211.0216,,0.296,0.386,1.364,1.184,1.164,0.889,0.91,0.654,1.055,0.55,0.55,0.212,0.74,0.846,1.587,1.672,1.288,0.9,1.669,1.222,1.722,1.155,1.264,2.206,1.617,1.659,2.471,2.29,1.147,1.773,3.97,2.153,1.459,1.778,1.819,0.952,0.444,1.86,2.11,1.356,2.941,1.669,2.215,2.115,3.024,3.193,2.836,2.581,2.391,1.417,1.227,1.312,1.608,2.56,1.268,2.772,3.778,1.968,1.989,1.587,2.708,3.744,1.693,2.158,2.941,2.475,3.238,2.705,2.518,2.539,3.428,2.513,3.083,2.875,2.367,2.759,2.866,2.472,2.92,2.016,2.821,3.227,3.018,5.187,5.052,4.116,3.861,4.042,3.101,3.292,3.315,2.393,4.094,0.896,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,8H,A,8H-A,CO-PIPO-L-8H-A,,,2013,0,0,0,0,0,95,RINGWIDTH,1,CO-PIPO-L-8H-A.tif,11/7/2013 18:39,                   ,,2185 9058 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],366.0000 8613.0000 366.0000 417.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,173.4389,,0.139,0.21,0.779,0.411,0.536,0.379,0.442,0.263,0.338,0.251,0.13,0.035,0.175,0.217,0.546,0.611,0.566,0.313,1.143,0.679,0.513,0.819,0.473,0.968,0.614,0.983,1.269,1.31,0.737,0.603,1.357,1.234,1.152,0.939,0.918,0.689,0.23,0.762,1.112,0.962,1.829,1.232,1.419,0.716,1.471,1.635,1.924,2.028,1.732,1.161,1.013,0.929,0.971,0.971,0.506,1.597,2.269,1.18,1.215,1.333,1.966,2.45,0.916,1.395,2.409,2.079,2.635,2.504,2.682,2.702,2.918,3.083,2.91,2.609,2.814,3.273,3.03,2.809,2.73,2.353,2.416,3.53,3.226,4.655,4.001,3.139,4.138,4.858,4.135,3.458,4.286,3.424,6.29,5.099,3.099,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,8H,B,8H-B,CO-PIPO-L-8H-B,,,2013,0,0,0,0,0,93,RINGWIDTH,1,CO-PIPO-L-8H-A.tif,11/7/2013 18:39,                   ,,2185 9058 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1788.0000 7431.0000 1788.0000 1284.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,130.0792,,0.122,0.163,0.702,0.427,0.561,0.358,0.371,0.261,0.35,0.268,0.206,0.041,0.247,0.246,0.473,0.573,0.686,0.276,1.084,0.705,0.776,0.94,0.661,0.763,0.535,0.88,0.865,0.804,0.529,0.466,0.973,0.644,0.471,0.609,0.731,0.587,0.124,0.798,0.76,0.535,1.07,0.721,1.123,0.79,1.123,1.194,1.317,1.378,1.384,0.723,0.482,0.788,0.786,1.135,0.358,1.095,1.66,0.712,0.535,0.498,1.221,2.237,1.078,0.935,1.445,1.416,2.325,1.268,1.833,1.435,1.711,1.945,2.343,2.149,1.823,2.453,2.631,2.254,2.427,1.562,2.47,3.311,2.266,3.059,3.094,3.201,3.095,3.468,2.475,2.481,3.275,2.201,3.635,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,6L,A,6L-A,CO-PIPO-L-6L-A,,,2013,0,0,0,0,0,97,RINGWIDTH,1,CO-PIPO-L-6L_both.tif,11/7/2013 18:43,                   ,,2225 10515 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],322.0000 10486.0000 352.0000 469.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,211.9748,,0.543,0.896,1.575,1.197,1.092,0.821,1.055,0.825,1.121,0.697,0.763,0.19,1.016,1.053,1.537,2.1,2.502,1.053,2.215,1.074,1.37,2,1.577,2.184,1.869,2.268,2.751,2.452,1.637,0.8,3.323,2.079,1.913,1.955,2.1,1.432,0.42,1.89,2.442,1.753,2.031,1.151,1.626,0.792,2.632,2.532,2.918,2.644,1.988,1.269,1.036,1.12,1.116,1.326,0.685,2.076,3.36,1.857,1.739,1.294,2.161,2.928,1.467,1.623,1.668,1.322,1.88,2.085,2.049,2.449,2.719,2.78,3.429,2.809,2.768,3.491,3.14,2.499,2.913,1.983,2.474,2.673,2.626,3.16,3.736,3.43,4.211,3.863,2.74,3.081,3.638,3.305,4.371,3.7,4.163,3.836,4.91,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,6L,B,6L-B,CO-PIPO-L-6L-B,,,2013,0,0,0,0,0,94,RINGWIDTH,1,CO-PIPO-L-6L_both.tif,11/7/2013 18:43,                   ,,2225 10515 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1797.0000 10356.0000 1851.0000 3063.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,154.3344,,0.336,0.473,0.808,0.866,0.846,0.722,0.698,0.595,0.739,0.512,0.524,0.069,0.581,0.918,1.208,1.318,1.473,0.902,1.659,1.119,1.306,1.326,0.953,1.242,1.323,1.362,1.936,1.515,1.178,0.568,2.63,1.683,1.514,1.723,1.582,1.168,0.336,1.282,1.785,1.343,1.587,0.933,1.286,0.69,1.631,1.548,2.002,1.7,1.553,1,0.732,0.774,0.732,0.833,0.208,1.341,2.488,1.346,1.35,1.149,1.729,2.687,0.979,1.046,1.514,1.081,1.23,1.355,1.625,2.208,1.94,2.027,2.592,2.229,1.825,2.717,2.812,2.034,2.636,1.713,1.601,2.385,2.032,3.235,3.339,2.344,3.302,3.924,2.234,2.937,2.713,2.183,4.148,4.333,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,5L,A,5L-A,CO-PIPO-L-5L-A,,,2013,0,0,0,0,0,92,RINGWIDTH,1,CO-PIPO-L-5L_both.tif,11/7/2013 18:50,                   ,,2047 12878 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],226.0000 10884.0000 262.0000 122.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,227.7403,,0.688,1.307,1.554,1.822,1.587,1.92,1.88,2.102,2.202,1.474,1.579,0.866,2.244,2.941,3.548,2.721,1.985,2.678,2.891,1.862,0.339,1.444,1.822,1.551,2.418,2.616,2.436,3.486,1.836,2.637,2.243,2.539,2.241,1.854,2.732,1.962,0.845,1.668,2.744,1.989,1.799,1.545,1.629,1.287,3.139,1.069,0.966,3.17,2.788,1.815,1.141,1.692,1.156,1.255,1.078,1.775,2.492,1.899,2.092,1.814,2.67,2.409,1.077,1.654,2.524,1.573,2.428,1.8,2.068,1.834,2.927,2.168,2.504,2.019,2.589,2.937,2.906,2.377,2.69,2.128,2.26,3.811,2.003,3.499,3.505,3.327,3.85,3.172,3.276,3.878,4.716,8.609,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,L,5L,B,5L-B,CO-PIPO-L-5L-B,,,2013,0,0,0,0,0,92,RINGWIDTH,1,CO-PIPO-L-5L_both.tif,11/7/2013 18:50,                   ,,2047 12878 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1674.0000 11571.0000 1791.0000 822.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,227.4774,,0.753,1.217,1.547,1.613,1.464,1.946,2.264,2.703,2.1,1.207,1.238,0.581,1.534,2.522,3.486,2.598,2.202,2.287,4.242,1.575,0.851,1.151,1.072,1.923,2.529,3.549,2.565,3.85,1.644,3.406,2.477,2.995,2.135,1.9,2.721,1.722,0.887,2.522,2.228,1.646,1.83,1.382,1.353,1.184,3.621,1.327,1.155,3.413,2.856,1.782,1.122,1.621,1.45,1.301,0.843,1.472,2.567,2.434,2.333,1.63,1.887,2.283,1.313,2.171,2.313,1.564,2.109,1.82,2.018,1.817,3.032,2.203,2.777,2.019,2.22,2.541,2.869,1.837,2.098,1.664,1.633,2.653,1.414,2.274,3.002,2.294,2.518,3.274,2.633,3.813,4.769,4.037,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,L,A,T01,A,A-T01-A,PIPO-L-A-T01-A,,,2014,0,0,0,0,0,107,RINGWIDTH,1,NotAFile,3/16/2015 12:21,                   ,,1988 9786 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],196.0000 9442.0000 212.0000 1540.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,167.2178,0.349,0.254,0.423,0.783,0.486,0.591,0.461,0.564,0.592,0.633,0.337,0.116,0.116,0.358,0.333,1.148,0.543,1.089,0.239,1.3,0.723,0.6,0.654,0.549,0.414,0.457,1.023,0.973,1.458,0.802,1.034,1.223,0.706,0.689,0.668,0.563,0.75,0.503,1.026,0.706,1.018,0.665,0.742,0.736,1.05,0.949,1.104,0.939,1.189,0.772,0.167,0.437,0.691,0.548,0.674,0.115,0.977,1.529,0.737,1.093,1.141,0.93,1.517,0.442,1.053,2.069,0.972,1.332,1.009,1.411,1.324,2.364,1.804,2.566,2.221,1.668,2.452,2.306,2.221,2.01,1.714,1.904,3.343,2.01,3.47,3.272,2.406,3.593,3.606,3.53,2.769,4.457,3.586,4.988,5.226,4.558,3.997,3.259,3.786,3.42,4.253,3.847,3.883,3.485,2.435,1.236,0.295,,,,,,,,,,
PIPO,L,A,T01,B,A-T01-B,PIPO-L-A-T01-B,,,2014,0,0,0,0,0,97,RINGWIDTH,1,NotAFile,3/16/2015 12:21,                   ,,1988 9786 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1686.0000 7749.0000 1602.0000 261.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,158.4665,0.571,0.444,0.444,0.931,0.55,0.677,0.529,0.592,0.423,0.604,0.338,0.274,0.115,0.444,0.401,1.328,0.78,1.641,0.337,1.22,0.961,0.788,0.957,0.627,0.622,0.494,1.498,1.014,1.586,1.1,0.952,1.523,0.862,0.604,0.582,0.686,0.748,0.601,1.058,0.748,1.17,0.912,0.933,0.872,1.264,1.256,1.275,1.012,1.397,0.998,0.209,0.547,0.932,0.77,1.007,0.221,1.117,2.092,0.935,1.065,1.548,1.141,2.061,0.724,1.15,1.599,1.457,1.538,1.417,1.66,1.772,2.06,2.128,2.315,2.547,1.659,2.365,2.875,2.017,2.315,1.596,1.853,2.633,2.056,3.115,2.609,2.688,3.286,2.698,2.886,3.079,5.378,3.388,5.256,5.658,4.238,1.477,,,,,,,,,,,,,,,,,,,,
PIPO,L,A,T8,A,A-T8-A,PIPO-L-A-T8-A,,,2014,0,0,0,0,0,93,RINGWIDTH,1,NotAFile,3/16/2015 12:36,                   ,,1378 6380 8 RGB,Intr 0.031652 0.031742 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],165.0000 3864.0000 273.0000 204.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,116.2264,0.44,0.283,0.315,0.579,0.553,0.445,0.407,0.592,0.497,0.838,0.533,0.462,0.114,0.564,0.466,0.932,0.563,0.976,0.443,1.238,0.771,0.876,0.915,0.914,0.693,0.693,0.787,0.913,1.075,0.601,0.694,0.944,0.777,0.686,0.751,0.657,0.72,0.219,0.876,0.751,0.72,1.033,0.652,0.777,0.559,1.001,1.123,1.087,0.693,0.598,0.535,0.365,0.642,0.41,0.419,0.138,0.982,1.406,0.896,1.325,1.001,1.185,1.533,0.678,1.098,1.232,0.994,1.294,1.159,1.69,1.401,1.639,1.55,2.235,1.729,1.599,2.059,1.83,1.807,1.54,1.305,1.325,1.933,1.491,2.348,2.35,1.788,2.633,2.916,2.526,2.584,4.604,1.022,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,L,A,T8,B,A-T8-B,PIPO-L-A-T8-B,,,2014,0,0,0,0,0,100,RINGWIDTH,1,NotAFile,3/16/2015 12:36,                   ,,1378 6380 8 RGB,Intr 0.031652 0.031742 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1128.0000 4916.0000 1192.0000 824.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,129.9045,0.691,0.501,0.375,0.78,0.593,0.46,0.399,0.582,0.61,0.766,0.491,0.377,0.088,0.528,0.5,1.1,0.789,0.974,0.465,1.301,0.929,0.682,0.867,0.929,0.841,0.907,0.995,0.78,1.061,0.812,0.843,1.03,0.905,0.817,0.76,0.602,0.697,0.317,0.824,0.952,0.825,0.856,0.602,0.852,0.662,1.26,1.1,1.358,0.919,0.916,0.82,0.597,0.691,0.565,0.628,0.222,1.362,1.742,1.202,1.484,1.032,1.394,1.646,0.762,1.152,1.416,0.888,1.111,1.206,1.111,1.587,1.65,2.061,2.249,1.46,1.714,1.999,1.714,1.777,1.365,1.079,1.365,1.714,1.395,1.894,2.074,1.686,2.591,2.185,2.307,1.995,2.899,2.571,4.796,4.073,3.996,3.263,2.431,2.439,3.226,,,,,,,,,,,,,,,,,
PIPO,L,A,T10,A,A-T10-A,PIPO-L-A-T10-A,,,2014,0,0,0,0,0,99,RINGWIDTH,1,NotAFile,3/16/2015 13:33,                   ,,2008 8329 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],294.0000 6254.0000 226.0000 616.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,118.2056,0.822,0.839,0.844,1.615,0.965,0.985,0.901,0.983,0.84,0.825,0.575,0.413,0.071,0.503,0.418,0.627,0.535,0.766,0.162,1.086,0.816,0.666,0.729,0.55,0.264,0.282,0.531,0.674,0.761,0.486,0.444,0.638,0.428,0.148,0.281,0.506,0.338,0.486,0.401,0.697,0.311,0.538,0.275,0.444,0.243,0.493,0.484,0.758,0.526,0.59,0.463,0.225,0.408,0.304,0.594,0.074,0.808,1.379,0.654,1.028,0.838,0.794,1.258,0.337,0.694,1.536,0.945,1.003,0.922,1.024,1.291,1.848,1.739,2.753,1.539,1.708,2.34,2.614,2.593,1.961,1.212,1.588,2.419,1.323,2.936,2.873,1.966,3.278,3.467,2.228,2.194,3.447,1.87,3.932,3.202,3.695,3.046,2.321,0.743,,,,,,,,,,,,,,,,,,
